product,underlying,record_date,ex_date,payment_date,cash_dividend_per_share,source,source_url
500etf,510500,2026-07-14,2026-07-15,2026-07-20,0.149,SSE fund distribution announcement 510500_20260708_0561,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-08/510500_20260708_0561.pdf
